text,label,subset
"3. For the purposes of this Confidentiality and Non-Disclosure Undertaking, The Vendor undertakes;   3.1. to use such Confidential Information only for purposes of performing as required in terms of its obligations / promises or duties arising out of the Agreement / understanding /Request for Quotation / Contract or Purchase Order and for no other purpose whatsoever,   3.2. to hold any such Confidential Information in strict confidence and under proper and reasonable physical security,   3.3. not to disclose such Confidential Information to any person without the prior written authorization from Grindrod SA,   3.4. to, if the Vendor is in doubt concerning the confidentiality of any information or whether the Vendor is authorized to disclose it to any person, request and abide by any written ruling given by Grindrod SA,   3.5. to bring to the attention of Grindrod SA, in writing, any abuse or unauthorized disclosure of such Confidential Information of which the Vendor becomes aware,   3.6 that the provisions of this Confidentiality and Non-Disclosure Undertaking shall survive the termination or expiration of any Agreement / understanding / Request for Quotation / Contract / Purchase Order or any interaction, with Grindrod SA, of whatsoever nature.",Termination Clause,train
The non-disclosure obligation shall continue to apply upon termination of the agreement for the Information exchanged within the agreement.,Termination Clause,train
The obligations undertaken by each party under this Agreement will be continuing and in particular shall survive termination of any discussions or negotiations between the parties regarding the funding activities following written notice from one party to the other party expressly terminating this Agreement.,Termination Clause,train
"Seller agrees that following the termination of Seller's employment or consulting period with NIM or any Affiliate of NIM and for all times thereafter, he shall keep secret all such Confidential Information and that he will not, directly or indirectly, use for his own benefit or for the benefit of others nor Disclose (as hereinafter defined), without the prior written consent of NIM, any Confidential Information. ",Termination Clause,train
"7. All Confidential Information disclosed under this Agreement will be and will remain the property of the Discloser; all such information in tangible form will be returned to Discloser promptly upon written request or upon the termination or expiration of this Agreement, and will not thereafter be retained in any form by Recipient or its Affiliates or any of their employees. ",Termination Clause,train
"The Receiving Party shall immediately return to the Disclosing Party all written Confidential Information of the Disclosing Party and any and all records, notes and other written, printed or tangible materials pertaining to such Confidential Information upon receipt of a written request from the Disclosing Party. ",Termination Clause,test
"If either party decides that it does not wish to proceed with a Transaction with the other party, the party so deciding will inform the other party of that decision.  In that case, or at any time upon the written request of either disclosing party for any reason, each receiving party will promptly deliver to the disclosing party or destroy all Evaluation Material that was furnished to the receiving party or its Representatives by or on behalf of the disclosing party, by whichever method requested by the disclosing party, pursuant hereto. ",Termination Clause,train
"F. Wherever necessary to carry out the intent of the parties, certain provisions of this Agreement, including, without limitation, Sections I; II; III.A, C, D; IV; V; VI; and VII shall survive the termination of our work for the Company and shall continue in full force and effect.",Termination Clause,train
"Notwithstanding anything to the contrary herein, each Party's rights and obligations under this Agreement, irrespective of termination of this Agreement, shall survive until the 18 month anniversary of this Agreement, even after the return or destruction of Confidential Information by the Recipient (the ""Confidential Period""), provided that for any and all trade secrets of the Disclosing Party, the Confidential Period shall last for as long as such Confidential Information qualifies as a trade secret under applicable federal, state and/or local law.",Termination Clause,train
"(ii) If Producer determines that the Submission cannot be further developed into a Project, within <….> months of the receipt of the Submission, Producer shall within five (5) business days after such determination return any and all Confidential Information to Writer, along with all copies or derivatives thereof and all writings generated by Producer in connection with Producer’s evaluation of the Submission or the Confidential Information.",Termination Clause,train
"Each party agrees that all Confidential Information of the other party, including any copies thereof, shall be returned to the disclosing party upon request or destroyed within ten (10) business days of the expiration or other termination of the Project.  However, notwithstanding anything to the contrary herein,  1) neither party will be required to delete electronic Confidential Information stored in back-up/archival storage in accordance with its policies, provided that any such retained Confidential Information will continue to be subject to the terms of this Confidentiality Agreement until it is destroyed by the receiving party; and  2) a single copy of all Confidential Information may be retained by the Receiving Party’s legal department for dispute resolution purposes only, provided, however, that such Confidential Information shall remain subject to the terms and conditions of this Confidentiality Agreement.  In the event that a receiving party has or acquires actual knowledge of any breach of the confidentiality of, or the misappropriation of, any Confidential Information received under this Confidentiality Agreement, such party shall promptly give notice thereof to the other party. 5. Upon written demand by the disclosing party or upon termination of this Confidentiality Agreement, the receiving party shall:  (i) cease using the Confidential Information,  (ii) return the Confidential Information and all copies, notes or extracts thereof to the disclosing party within ten (10) business days of receipt of demand; and ",Termination Clause,train
"2. Upon the termination of the services to be performed by the undersigned (or earlier if requested by Goldman Sachs), the undersigned shall return to Goldman Sachs all copies of documents, papers or other material relating to Goldman Sachs or obtained or developed in the course of performing services for Goldman Sachs, or containing or derived from Confidential Information which are in the undersigned's possession, together, if requested by Goldman Sachs, with a certificate signed by the undersigned, in form and substance satisfactory to Goldman Sachs, to the effect that all such Confidential Information has been returned.",Termination Clause,train
"Notwithstanding the expiration or earlier termination of this Agreement, the obligations of confidentiality with respect to any Confidential Information exchanged between the Parties prior to the expiration or earlier termination of this Agreement, shall remain in full force and effect until such Confidential Information falls within the scope of the exceptions set out in Article 3. 8.2 A Party may terminate this Agreement, without cause, upon twenty (20) Business Days’ prior written notice to the other Party. 8.3  Unless otherwise requested in writing by the Disclosing Party within fifteen (15) days of the expiration or earlier termination of this Agreement, or upon written notice given at any time during the Term of this Agreement requesting the return of the Disclosing Party’s Confidential Information, following the expiration of the fifteen (15) day delay provided for above the Receiving Party shall destroy all tangible forms and destroy/delete all intangible forms of Disclosing Party’s Confidential Information (including any originals and all copies thereof) in its possession.  Notwithstanding the foregoing, the Receiving Party shall be permitted to retain one copy of the Retained Information and such Retained Information shall be treated by the Receiving Party in accordance with this Agreement. ",Termination Clause,train
"7. Upon written request from the other party, each party agrees to return or destroy all the other party’s Confidential Information, together with all copies or reproductions thereof.",Termination Clause,train
"That portion of the Information which consists of analyses, compilations, forecasts, studies or other documents prepared by us, our agents, representatives or employees, will be held by us and kept confidential and subject to the terms of this Agreement, or destroyed upon your request, and any oral Information will continue to be subject to the terms of this Agreement. ",Termination Clause,train
"The Prospective Vendor shall, upon the termination of this Agreement or at the request of the Company, promptly destroy or return to the Company all drawings, documents and other tangible manifestations of Proprietary Information received by the Prospective vendor pursuant to this Agreement (and all copies and reproductions thereof).",Termination Clause,train
"Such termination or any expiration shall not affect any obligation imposed by this Agreement with respect to Information received prior to such termination,",Termination Clause,train
The Receiving Party’s obligations relating to securing and protecting Confidential Information shall remain in effect for the later of either  (i) 5 (five) years after the last date defined in clause 3.2 or  (ii) until the Confidential Information may reasonably be considered as no longer confidential.,Termination Clause,train
"Notwithstanding the foregoing, this Agreement shall survive with respect to all Confidential Information that is disclosed before the termination.",Termination Clause,train
"Notwithstanding the return, destruction or erasure of Evaluation Material hereunder, the Receiving Party and its Representatives shall continue to be bound by their confidentiality and other obligations hereunder.",Termination Clause,dev
"For purposes of enforcing this provision, Vendor's return obligation shall survive the termination of this Agreement.",Termination Clause,train
"Having acknowledged that it, particularly within a networked environment, the return and/or destruction of electronically stored information may be impossible, extremely or otherwise unduly difficult or costly, the immediately preceding sentence is not intended to, and does not obligate the Receiving Party to make extra-ordinary efforts to destroy electronically stored copies of the Confidential Information, provided that, in relation to any such copy that is not destroyed the Receiving Party’s obligations of confidentiality and restricted use shall continue as per the provisions of this Agreement. 6.4. Notwithstanding Section 6.3, the Receiving Party may retain a reasonable number of copies of the Confidential Information (and any materials embedding the same) (“Retained Copies”) for the sole purpose of  (i) satisfying any legal or regulatory requirements regarding record and data retention that the Receiving Party is obligated to comply with;  (ii) enforcing this Agreement; and/or  (iii) archiving consistent with good business practices and the Receiving Party’s internal policies. ",Termination Clause,dev
f) All information shall be destroyed or returned to the furnishing party whenever any of the Parties so request in writing or upon termination of this Agreement for any reason. ,Termination Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,test
"The hourly rate for the consultant's services is set at $10,000 GBP per hour.",Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
A late payment fee of 20% per month will be charged on overdue balances.,Payment Clause,test
The client agrees to pay an initial deposit of 20% of the total contract value.,Payment Clause,train
"Payment of the final installment of £5,000 EUR is subject to final acceptance.",Payment Clause,dev
The customer shall reimburse all reasonable travel and lodging expenses within 45 days.,Payment Clause,dev
All payments hereunder shall be made in Euros via electronic funds transfer.,Payment Clause,test
Failure to make timely payments will result in a suspension of services.,Payment Clause,test
"The hourly rate for the consultant's services is set at $50,000 USD per hour.",Payment Clause,dev
Payments will be processed on a weekly basis following submission of reports.,Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
The client agrees to pay an initial deposit of 5% of the total contract value.,Payment Clause,test
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 30 business days.",Payment Clause,dev
Payment shall be made within 15 days of invoice date.,Payment Clause,test
"The Buyer shall pay the Seller a sum of $50,000 GBP upon completion of services.",Payment Clause,test
A late payment fee of 5% per month will be charged on overdue balances.,Payment Clause,train
The client agrees to pay an initial deposit of 2% of the total contract value.,Payment Clause,dev
All payments hereunder shall be made in US Dollars via electronic funds transfer.,Payment Clause,dev
Payments will be processed on a monthly basis following submission of reports.,Payment Clause,train
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 45 business days.",Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,test
Failure to make timely payments will result in a suspension of services.,Payment Clause,test
A late payment fee of 5% per month will be charged on overdue balances.,Payment Clause,test
Payment shall be made within 15 days of invoice date.,Payment Clause,test
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,test
A late payment fee of 5% per month will be charged on overdue balances.,Payment Clause,train
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,dev
"Payment of the final installment of €2,500 CAD is subject to final acceptance.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,test
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,test
"Payment of the final installment of $25,000 CAD is subject to final acceptance.",Payment Clause,test
"The Buyer shall pay the Seller a sum of €2,500 GBP upon completion of services.",Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
"Payment of the final installment of £5,000 EUR is subject to final acceptance.",Payment Clause,test
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,test
"The Buyer shall pay the Seller a sum of $25,000 CAD upon completion of services.",Payment Clause,train
"The Buyer shall pay the Seller a sum of €2,500 USD upon completion of services.",Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,test
"The Buyer shall pay the Seller a sum of £5,000 EUR upon completion of services.",Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,dev
"Payment of the final installment of $1,000 GBP is subject to final acceptance.",Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $5,000 CAD.",Payment Clause,train
Payment shall be made within 90 days of invoice date.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 90 days.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 60 business days.",Payment Clause,dev
"The hourly rate for the consultant's services is set at $5,000 CAD per hour.",Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 90 days.,Payment Clause,train
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
Invoices are payable within 15 days from the date of receipt.,Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
The client agrees to pay an initial deposit of 2% of the total contract value.,Payment Clause,dev
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,train
Payment shall be made within 45 days of invoice date.,Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 90 days.,Payment Clause,test
Invoices are payable within 30 days from the date of receipt.,Payment Clause,dev
Payment shall be made within 30 days of invoice date.,Payment Clause,test
"The Buyer shall pay the Seller a sum of $50,000 EUR upon completion of services.",Payment Clause,test
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,dev
Payment shall be made within 45 days of invoice date.,Payment Clause,test
Payment shall be made within 90 days of invoice date.,Payment Clause,dev
A late payment fee of 20% per month will be charged on overdue balances.,Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 60 business days.",Payment Clause,dev
The customer shall reimburse all reasonable travel and lodging expenses within 45 days.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,dev
The client agrees to pay an initial deposit of 20% of the total contract value.,Payment Clause,train
A late payment fee of 10% per month will be charged on overdue balances.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 30 business days.",Payment Clause,test
A late payment fee of 1.5% per month will be charged on overdue balances.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $5,000 EUR.",Payment Clause,test
All payments hereunder shall be made in Great British Pounds via direct deposit.,Payment Clause,dev
A late payment fee of 5% per month will be charged on overdue balances.,Payment Clause,train
Invoices are payable within 30 days from the date of receipt.,Payment Clause,test
"The hourly rate for the consultant's services is set at $10,000 GBP per hour.",Payment Clause,test
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 60 days.,Payment Clause,train
"The hourly rate for the consultant's services is set at £5,000 GBP per hour.",Payment Clause,test
"Payment of the final installment of £5,000 EUR is subject to final acceptance.",Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $50,000 GBP.",Payment Clause,dev
The client agrees to pay an initial deposit of 20% of the total contract value.,Payment Clause,train
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,test
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 60 days.,Payment Clause,test
A late payment fee of 20% per month will be charged on overdue balances.,Payment Clause,dev
Payments will be processed on a bi-weekly basis following submission of reports.,Payment Clause,train
"Payment of the final installment of $50,000 EUR is subject to final acceptance.",Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 45 business days.",Payment Clause,dev
"The hourly rate for the consultant's services is set at $50,000 USD per hour.",Payment Clause,train
All payments hereunder shall be made in US Dollars via credit card.,Payment Clause,train
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,dev
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
Invoices are payable within 90 days from the date of receipt.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 60 business days.",Payment Clause,test
"The hourly rate for the consultant's services is set at $25,000 CAD per hour.",Payment Clause,train
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
"The compensation package includes a base salary and a performance bonus of $50,000 USD.",Payment Clause,dev
"The Buyer shall pay the Seller a sum of $5,000 CAD upon completion of services.",Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $50,000 USD.",Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,dev
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,dev
Failure to make timely payments will result in a suspension of services.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $10,000 CAD.",Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
Payments will be processed on a weekly basis following submission of reports.,Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,dev
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 30 days.,Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
A late payment fee of 50% per month will be charged on overdue balances.,Payment Clause,train
"The compensation package includes a base salary and a performance bonus of $50,000 GBP.",Payment Clause,test
"The hourly rate for the consultant's services is set at $5,000 GBP per hour.",Payment Clause,dev
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
Invoices are payable within 15 days from the date of receipt.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,test
The client agrees to pay an initial deposit of 20% of the total contract value.,Payment Clause,dev
A late payment fee of 20% per month will be charged on overdue balances.,Payment Clause,train
The client agrees to pay an initial deposit of 50% of the total contract value.,Payment Clause,train
Payments will be processed on a weekly basis following submission of reports.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of £5,000 USD.",Payment Clause,dev
Payments will be processed on a monthly basis following submission of reports.,Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 45 days.,Payment Clause,dev
"The Buyer shall pay the Seller a sum of $5,000 CAD upon completion of services.",Payment Clause,test
Invoices are payable within 30 days from the date of receipt.,Payment Clause,dev
All payments hereunder shall be made in Great British Pounds via electronic funds transfer.,Payment Clause,dev
"The Buyer shall pay the Seller a sum of €2,500 CAD upon completion of services.",Payment Clause,dev
"Payment of the final installment of $10,000 GBP is subject to final acceptance.",Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,test
"The hourly rate for the consultant's services is set at $1,000 GBP per hour.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 90 days.,Payment Clause,train
Payments will be processed on a bi-weekly basis following submission of reports.,Payment Clause,train
All payments hereunder shall be made in Euros via credit card.,Payment Clause,test
All payments hereunder shall be made in Euros via direct deposit.,Payment Clause,test
Invoices are payable within 90 days from the date of receipt.,Payment Clause,dev
"Payment of the final installment of $5,000 EUR is subject to final acceptance.",Payment Clause,dev
Invoices are payable within 60 days from the date of receipt.,Payment Clause,test
A late payment fee of 50% per month will be charged on overdue balances.,Payment Clause,dev
Payment shall be made within 30 days of invoice date.,Payment Clause,train
A late payment fee of 10% per month will be charged on overdue balances.,Payment Clause,test
The client agrees to pay an initial deposit of 5% of the total contract value.,Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
"Payment of the final installment of €2,500 GBP is subject to final acceptance.",Payment Clause,test
Invoices are payable within 45 days from the date of receipt.,Payment Clause,test
Failure to make timely payments will result in a suspension of services.,Payment Clause,test
Invoices are payable within 15 days from the date of receipt.,Payment Clause,dev
All payments hereunder shall be made in US Dollars via wire transfer.,Payment Clause,dev
Payment shall be made within 60 days of invoice date.,Payment Clause,train
"The Buyer shall pay the Seller a sum of $10,000 EUR upon completion of services.",Payment Clause,dev
Invoices are payable within 90 days from the date of receipt.,Payment Clause,dev
"Payment of the final installment of £5,000 CAD is subject to final acceptance.",Payment Clause,test
Invoices are payable within 90 days from the date of receipt.,Payment Clause,train
"The compensation package includes a base salary and a performance bonus of $25,000 EUR.",Payment Clause,test
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,dev
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,test
Payment shall be made within 60 days of invoice date.,Payment Clause,dev
All payments hereunder shall be made in Euros via credit card.,Payment Clause,test
"Payment of the final installment of $5,000 GBP is subject to final acceptance.",Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,train
"Payment of the final installment of $5,000 EUR is subject to final acceptance.",Payment Clause,test
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
Payment shall be made within 90 days of invoice date.,Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 60 days.,Payment Clause,test
"The hourly rate for the consultant's services is set at $10,000 CAD per hour.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,dev
"The Buyer shall pay the Seller a sum of $25,000 EUR upon completion of services.",Payment Clause,test
"The Buyer shall pay the Seller a sum of $25,000 CAD upon completion of services.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,train
"The compensation package includes a base salary and a performance bonus of $5,000 USD.",Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,train
The client agrees to pay an initial deposit of 50% of the total contract value.,Payment Clause,test
"The compensation package includes a base salary and a performance bonus of $1,000 GBP.",Payment Clause,test
Invoices are payable within 60 days from the date of receipt.,Payment Clause,test
Payment shall be made within 60 days of invoice date.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 45 business days.",Payment Clause,test
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,test
"Payment of the final installment of $50,000 GBP is subject to final acceptance.",Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 30 days.,Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,train
"The hourly rate for the consultant's services is set at $1,000 USD per hour.",Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,test
Payment shall be made within 30 days of invoice date.,Payment Clause,train
The client agrees to pay an initial deposit of 20% of the total contract value.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,dev
"The Buyer shall pay the Seller a sum of $50,000 CAD upon completion of services.",Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 45 business days.",Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 45 business days.",Payment Clause,dev
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
"The hourly rate for the consultant's services is set at $1,000 USD per hour.",Payment Clause,test
"The compensation package includes a base salary and a performance bonus of $1,000 GBP.",Payment Clause,test
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,dev
Invoices are payable within 30 days from the date of receipt.,Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 45 days.,Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $25,000 USD.",Payment Clause,train
Payment shall be made within 45 days of invoice date.,Payment Clause,dev
Invoices are payable within 15 days from the date of receipt.,Payment Clause,dev
A late payment fee of 10% per month will be charged on overdue balances.,Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 60 business days.",Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,test
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,dev
The client agrees to pay an initial deposit of 5% of the total contract value.,Payment Clause,dev
The client agrees to pay an initial deposit of 10% of the total contract value.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $5,000 GBP.",Payment Clause,train
All payments hereunder shall be made in US Dollars via electronic funds transfer.,Payment Clause,train
A late payment fee of 50% per month will be charged on overdue balances.,Payment Clause,train
All payments hereunder shall be made in Great British Pounds via direct deposit.,Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 15 days.,Payment Clause,train
All payments hereunder shall be made in Euros via wire transfer.,Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
All payments hereunder shall be made in Euros via direct deposit.,Payment Clause,train
Invoices are payable within 30 days from the date of receipt.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $10,000 GBP.",Payment Clause,train
Payment shall be made within 45 days of invoice date.,Payment Clause,train
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,dev
All payments hereunder shall be made in Great British Pounds via credit card.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,test
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,train
Payments will be processed on a monthly basis following submission of reports.,Payment Clause,test
Invoices are payable within 45 days from the date of receipt.,Payment Clause,dev
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,train
Invoices are payable within 15 days from the date of receipt.,Payment Clause,train
All payments hereunder shall be made in Great British Pounds via direct deposit.,Payment Clause,test
The customer shall reimburse all reasonable travel and lodging expenses within 45 days.,Payment Clause,train
All payments hereunder shall be made in US Dollars via electronic funds transfer.,Payment Clause,dev
The customer shall reimburse all reasonable travel and lodging expenses within 30 days.,Payment Clause,dev
The customer shall reimburse all reasonable travel and lodging expenses within 45 days.,Payment Clause,train
Failure to make timely payments will result in a suspension of services.,Payment Clause,dev
"The hourly rate for the consultant's services is set at £5,000 USD per hour.",Payment Clause,train
"Billing will occur monthly, and payments must be remitted within 60 business days.",Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of £5,000 GBP.",Payment Clause,dev
Failure to make timely payments will result in a suspension of services.,Payment Clause,dev
Invoices are payable within 90 days from the date of receipt.,Payment Clause,dev
Payment shall be made within 30 days of invoice date.,Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 30 days.,Payment Clause,train
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
Payment shall be made within 30 days of invoice date.,Payment Clause,train
Payments will be processed on a quarterly basis following submission of reports.,Payment Clause,test
All payments hereunder shall be made in US Dollars via direct deposit.,Payment Clause,test
"Billing will occur monthly, and payments must be remitted within 15 business days.",Payment Clause,train
"The hourly rate for the consultant's services is set at $25,000 USD per hour.",Payment Clause,dev
Failure to make timely payments will result in a suspension of services.,Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
Payment shall be made within 15 days of invoice date.,Payment Clause,dev
"The hourly rate for the consultant's services is set at $10,000 USD per hour.",Payment Clause,train
"The compensation package includes a base salary and a performance bonus of £5,000 USD.",Payment Clause,dev
Invoices are payable within 15 days from the date of receipt.,Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 30 days.,Payment Clause,dev
Payments will be processed on a weekly basis following submission of reports.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 60 business days.",Payment Clause,test
All payments hereunder shall be made in Euros via wire transfer.,Payment Clause,dev
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,train
Payment shall be made within 30 days of invoice date.,Payment Clause,dev
"Billing will occur monthly, and payments must be remitted within 90 business days.",Payment Clause,train
The customer shall reimburse all reasonable travel and lodging expenses within 90 days.,Payment Clause,dev
"The compensation package includes a base salary and a performance bonus of $25,000 USD.",Payment Clause,test
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,train
"Payment of the final installment of $10,000 GBP is subject to final acceptance.",Payment Clause,train
"All fees are exclusive of taxes, which shall be paid by the customer.",Payment Clause,dev
All amounts paid under this Agreement are non-refundable except as otherwise provided.,Payment Clause,test
